fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
0,0.5,0.798062716,-1,72,40,0.048064789,-1.304239763,AB,291,2587.280682,4647.160629,3112.981611,2,7,CA,100,1,BB,1,1,1,0,200,0,INTERNET,14.96140213,linux,1,1,0,0
0,0.8,0.723321509,23,9,30,0.038436116,-1.764404519,AB,859,12249.54128,6069.461942,6793.395701,233,14,CA,162,0,BC,1,1,28,0,1000,0,INTERNET,1.260981219,windows,1,1,0,0
0,0.5,0.032770207,-1,30,40,0.01333815,-1.254882294,AB,2689,3469.989547,7389.789107,6292.985539,26,6,CB,152,1,BB,1,1,10,0,200,1,INTERNET,16.7850445,linux,0,1,0,0
0,0.8,0.028334397,8,4,40,0.013874566,-1.052109657,AC,538,7259.973574,3359.121313,6634.291098,1,11,CA,136,0,BC,0,1,-1,0,200,0,INTERNET,5.549869417,other,0,1,0,0
0,0.6,0.772867235,96,124,40,0.015487204,-0.959755392,AB,4033,7412.064391,5990.690677,6373.249653,0,3,CB,245,0,BA,0,1,28,0,1500,0,INTERNET,4.607510854,other,1,1,0,0
0,0.7,0.09443459,24,18,20,0.001398906,-1.323659309,AA,2463,12651.82315,6747.187722,6348.545747,5,2,CA,184,1,BC,1,1,28,0,500,0,INTERNET,32.68105571,macintosh,0,1,0,0
0,0.6,0.030693979,48,5,20,0.008314191,-0.793165727,AB,3601,9482.529231,5369.544378,6373.368036,5,16,CA,142,1,BE,1,1,20,0,500,0,INTERNET,3.101605893,linux,1,1,0,0
0,0.9,0.160078916,49,8,20,0.032587981,100.6698909,AD,587,7942.40898,6873.953008,6830.890289,25,11,CA,114,1,BC,0,1,1,0,500,0,INTERNET,14.02659609,windows,1,1,0,0
0,0.4,0.523422597,51,19,20,0.011944926,-1.036585017,AD,1290,7222.84084,5844.03211,6749.432652,9,22,CA,39,1,BC,1,1,1,0,200,0,INTERNET,4.987669333,linux,1,1,0,0
0,0.9,0.154394663,-1,165,30,0.012456147,-0.932819131,AB,2963,8913.979396,5449.30064,4130.377754,2,8,CA,147,0,BB,0,1,5,1,200,0,INTERNET,5.012272854,linux,0,1,0,0
1,0.9,0.570799994,-1,157,60,0.005907977,35.33753811,AA,4079,8139.265753,4312.230612,6341.431598,2,17,CA,131,1,BA,1,1,30,0,1500,0,INTERNET,4.036393774,windows,1,1,0,0
0,0.6,0.220504881,-1,237,50,0.017283457,-0.753695727,AB,986,9031.653168,5969.762449,4697.179751,1,0,CC,175,1,BB,1,0,1,0,1500,0,INTERNET,5.000740486,windows,1,1,0,0
0,0.9,0.222914804,-1,183,50,0.008274819,-1.640786868,AB,187,4449.07894,5021.751169,5960.375586,1,3,CA,198,0,BA,0,1,1,0,1500,1,INTERNET,6.373339198,windows,1,1,0,0
0,0.8,0.637661959,-1,368,20,0.006623783,-1.244618207,AC,3428,6972.747027,7528.48697,6678.021813,6,12,CB,30,1,BC,1,1,-1,0,200,0,INTERNET,9.165048711,other,1,1,0,0
0,0.9,0.156199947,-1,241,30,0.015553181,8.6131481,AA,1214,8577.854605,4397.657278,5329.15039,19,12,CA,194,0,BA,1,1,28,0,1500,0,INTERNET,4.942973947,other,1,1,0,0
0,0.5,0.743169222,-1,41,50,0.012817044,14.35723283,AA,3527,15661.98101,7127.91658,6440.57526,189,4,CB,37,0,BB,0,1,28,1,500,0,INTERNET,38.4821429,other,0,1,0,0
0,0.7,0.215511128,26,14,20,0.01080615,47.28677544,AA,2034,7959.551872,6249.240296,6853.122967,1,13,CA,162,0,BC,0,1,20,0,500,0,INTERNET,2.329772912,other,1,1,0,0
0,0.4,0.060002553,-1,55,20,0.023319488,-0.640622944,AB,1234,4062.481617,3400.344929,4296.454344,601,11,CA,11,0,BB,1,1,1,0,200,0,INTERNET,5.79352334,linux,1,1,0,0
0,0.7,0.851319458,235,29,30,6.909344151,13.01786451,AA,3659,8023.618319,6968.212492,4990.838362,236,23,CA,18,1,BC,0,1,11,0,1000,0,INTERNET,3.885405191,linux,1,1,0,0
0,0.9,0.081533511,-1,333,40,0.029464071,24.04582723,AA,993,4571.053009,5847.135228,6408.769342,17,5,CF,-63,1,BE,1,1,20,0,200,0,INTERNET,32.48514917,linux,0,1,0,0
0,0.8,0.12733214,287,13,30,0.020589903,-0.611901901,AB,4147,5922.089814,7298.534109,6584.438642,25,15,CA,200,1,BC,0,1,1,0,1500,0,INTERNET,2.820251514,linux,1,1,0,0
0,0.8,0.84260617,152,5,30,0.007110449,-1.130477889,AB,2395,7533.837725,4324.169001,6856.881058,23,14,CA,189,1,BB,1,1,1,1,1500,0,INTERNET,3.984537644,other,1,1,0,0
0,0.9,0.737131282,-1,32,20,27.54960688,-0.469632485,AD,5520,8704.775162,5313.052248,6750.885241,5,14,CA,51,1,BB,0,1,1,0,200,0,INTERNET,10.71050379,linux,0,1,0,0
0,0.6,0.851209275,90,35,20,0.011910822,48.87385578,AA,726,6384.583337,5352.636595,6380.80841,2,14,CB,173,1,BC,1,1,3,0,200,0,INTERNET,31.84768778,windows,1,1,0,0
0,0.5,0.171182428,-1,55,30,0.021421959,35.98531399,AA,1807,6763.649224,6385.410287,6046.849694,1,13,CA,146,1,BA,0,1,25,1,200,0,TELEAPP,3.907266679,other,0,0,0,0
0,0.1,0.410949241,-1,110,20,0.032961762,29.31261357,AA,736,8601.142135,4252.544192,6021.962868,5,6,CA,-9,1,BE,1,1,25,0,200,0,INTERNET,2.310007756,macintosh,1,1,0,0
0,0.8,0.858069531,-1,243,50,0.024083302,-1.081312527,AB,1116,7699.650779,4308.481339,6300.963891,17,8,CA,280,0,BA,1,1,10,0,200,0,INTERNET,7.0715708,windows,1,1,0,0
0,0.8,0.75109077,-1,284,60,0.010841807,51.19231158,AA,2927,7323.205022,6048.821914,6472.272438,16,8,CA,61,0,BA,0,1,30,0,500,0,INTERNET,17.73877922,windows,0,1,0,0
0,0.2,0.204177645,-1,34,40,0.026121769,-0.768453609,AC,966,13615.95667,6148.859186,6027.221881,0,14,CB,27,1,BB,0,1,-1,0,200,0,INTERNET,5.765973183,linux,0,1,0,0
0,0.2,0.701853208,20,14,30,0.006167468,49.68990083,AA,3916,8186.395577,5552.340468,6782.363236,26,13,CF,181,1,BD,1,1,5,0,500,0,INTERNET,4.78181306,linux,1,1,0,0
0,0.9,0.174615784,27,5,30,0.002999854,-1.036498827,AD,4257,8178.693262,6254.746436,5946.463538,13,15,CB,90,1,BC,0,1,5,0,200,0,INTERNET,12.07133658,linux,1,1,0,0
0,0.1,0.52943971,-1,77,50,0.005301162,-1.02927359,AB,970,11731.69853,5611.266061,6765.228138,29,3,CA,273,1,BA,1,0,30,0,1500,0,INTERNET,5.771362448,linux,1,1,0,0
0,0.1,0.03689364,31,20,20,0.008823435,-0.440213811,AD,4874,8826.316107,5869.435735,6704.191975,17,18,CA,81,1,BE,0,1,20,0,200,0,INTERNET,10.0890526,other,1,1,0,0
0,0.7,0.864043204,-1,25,40,0.000540471,-0.862194198,AC,4547,7230.668092,5907.665504,6325.958064,0,7,CA,13,1,BC,0,1,-1,0,200,0,INTERNET,3.454246313,macintosh,1,1,0,0
0,0.1,0.173188487,-1,43,30,0.011469892,-3.295946031,AA,1105,6077.251777,7264.355535,6386.302393,1836,13,CF,161,0,BB,1,1,25,1,200,0,INTERNET,4.318479217,linux,1,1,0,0
0,0.2,0.28780118,10,0,20,0.020397224,-1.307428328,AC,1502,4996.309847,6266.868594,6275.961091,1,24,CF,185,1,BC,0,1,-1,1,1500,0,INTERNET,0.996333217,linux,1,1,0,0
0,0.8,0.08455495,203,18,20,8.835445128,12.31377022,AA,1019,8122.563325,7199.105052,5958.575233,1,9,CD,38,1,BC,0,1,20,0,200,0,INTERNET,7.818727149,windows,1,1,0,0
0,0.9,0.533659105,48,17,30,0.002189303,-0.852436059,AD,1041,7487.648593,6081.519775,5932.3427,5,14,CA,68,0,BA,0,1,25,0,1500,1,INTERNET,7.023438225,linux,1,1,0,0
0,0.5,0.612173828,-1,360,20,0.752401982,-0.868174337,AC,1695,11486.61463,7477.569995,6767.225064,584,7,CC,99,0,BE,0,1,-1,0,200,0,INTERNET,25.96396982,other,1,2,0,0
0,0.8,0.811572159,33,8,20,0.005372264,-1.352531008,AD,2132,7340.961188,6233.818298,6314.904954,535,19,CB,55,1,BE,1,1,30,0,200,0,INTERNET,2.403972892,windows,0,1,0,0
0,0.9,0.834790412,-1,72,20,0.004740274,31.07209459,AA,1084,10276.97788,5601.08037,5965.495653,14,16,CB,21,1,BB,0,1,15,0,200,0,INTERNET,5.739754882,other,1,1,0,0
0,0.6,0.240575865,-1,237,50,0.006277581,-0.941117993,AB,3433,1764.507804,6681.522489,5897.060044,37,2,CD,324,0,BC,0,1,15,1,1500,0,INTERNET,2.478542857,other,0,2,0,0
0,0.7,0.518921813,106,6,30,0.012455097,-0.751018523,AB,1458,9376.10931,5770.144206,6607.209944,11,15,CA,93,0,BC,0,1,30,0,1500,0,INTERNET,21.20971334,linux,0,1,0,0
0,0.4,0.069859014,52,5,20,0.014710271,-1.496057468,AB,4696,6671.641905,4124.364451,6087.656464,6,9,CA,97,0,BC,0,1,20,0,200,0,INTERNET,8.914766605,other,1,1,0,0
0,0.9,0.748449674,-1,182,40,0.010281946,-1.331431072,AB,2860,975.9222986,5614.523415,4364.294459,256,5,CA,187,1,BB,0,1,1,0,200,0,INTERNET,7.256913147,other,0,1,0,0
0,0.7,0.619370577,-1,165,50,0.016249869,26.61084764,AA,1298,4118.255277,4622.935755,5987.116928,13,2,CA,56,1,BC,1,1,15,0,200,0,INTERNET,2.485155092,windows,0,1,0,0
0,0.9,0.20178854,53,5,30,0.005508381,-0.507219038,AC,1711,2333.020392,6621.333188,6416.614536,0,8,CA,144,1,BC,0,1,-1,0,500,0,INTERNET,5.356167092,linux,1,1,0,0
0,0.1,0.885390027,-1,31,40,0.017679331,-0.810221685,AC,2765,6009.680127,3437.965617,5931.919157,0,8,CF,77,0,BB,1,1,-1,0,200,0,INTERNET,24.77867788,other,1,1,0,0
0,0.9,0.998898623,189,4,30,0.00943789,-1.218495319,AD,1577,7224.945348,3695.970859,6206.402039,35,17,CA,246,0,BC,1,0,31,0,200,1,INTERNET,4.025991553,linux,1,1,0,0
0,0.9,0.190472008,-1,302,20,0.002800168,13.89377629,AA,2116,8166.512654,6574.544652,6774.944182,31,11,CA,155,1,BC,1,1,28,0,500,0,INTERNET,9.411378363,linux,1,1,0,0
0,0.6,0.108970534,-1,76,50,0.008427183,-1.380254611,AB,5182,7304.21151,6143.366282,6341.641707,746,13,CA,100,1,BB,1,1,24,0,200,0,INTERNET,4.06890264,windows,1,1,0,0
0,0.9,0.379182528,-1,39,40,0.019468847,34.65508237,AA,1979,8023.513683,7275.510584,6695.861,14,7,CA,82,1,BC,0,1,1,1,1500,1,INTERNET,1.611151765,linux,1,1,0,0
0,0.5,0.129098582,-1,243,90,0.00105746,34.18034473,AA,4106,2182.47791,5274.843135,6639.620318,1,3,CB,165,1,BA,1,1,10,0,200,0,INTERNET,7.576358698,other,0,1,0,0
0,0.1,0.730692419,33,14,20,0.007464592,41.79163338,AA,1719,5060.216625,7159.233533,5570.791241,12,8,CA,45,0,BE,0,1,28,0,1500,0,INTERNET,6.783642541,windows,0,1,0,0
0,0.1,0.446873036,-1,31,20,0.020684457,50.86988613,AA,1618,9118.338136,6885.926852,6025.016121,1838,13,CA,148,1,BC,0,1,26,0,1500,0,INTERNET,29.22563808,other,0,1,0,0
0,0.8,0.82760022,31,7,40,0.010145276,-1.244745442,AD,4551,2928.217248,7478.891384,6780.564145,209,7,CA,117,1,BD,1,0,5,0,1500,0,INTERNET,3.355378263,linux,0,1,0,0
0,0.7,0.19567226,-1,177,30,0.002370442,26.26561158,AA,1795,8588.337437,3990.039878,6364.207846,663,15,CB,63,1,BC,0,1,2,0,200,0,INTERNET,3.526732816,windows,0,1,0,0
0,0.8,0.355242252,140,8,30,0.013365834,-1.095334622,AC,1014,10648.42884,6871.1343,6038.095776,1,10,CF,102,1,BB,1,0,-1,0,200,0,INTERNET,1.470261413,linux,1,2,0,0
0,0.9,0.742640341,-1,9,30,0.027530594,-0.788198672,AD,2253,5616.931519,4336.123714,5366.941026,14,11,CB,113,1,BC,1,1,5,0,200,0,INTERNET,1.67267369,linux,1,1,0,0
0,0.3,0.440218343,-1,102,20,15.36966479,18.62472452,AA,2080,7118.674909,7717.545009,6297.132651,1,18,CA,9,1,BE,0,1,31,0,200,0,INTERNET,7.086091702,other,1,1,0,0
0,0.9,0.904022939,-1,13,20,0.016012901,-1.183363247,AD,1598,8190.944416,5967.928884,6740.656587,0,8,CA,101,1,BC,0,1,1,0,200,0,INTERNET,8.426955065,other,1,1,0,0
0,0.1,0.760318894,-1,309,60,0.035173515,8.586902558,AA,3654,7805.517854,6147.949535,5863.523585,2,19,CB,64,1,BB,1,0,25,0,200,0,INTERNET,3.926769482,windows,1,1,0,0
0,0.3,0.216222001,99,2,30,0.006086972,-0.840236786,AC,998,6171.724054,4704.085114,4207.819534,1,13,CA,96,1,BE,0,1,-1,0,200,0,INTERNET,24.58540734,other,1,1,0,0
0,0.6,0.746487078,-1,91,50,0.011544172,-1.138652996,AC,5139,12658.48901,7666.795714,5662.224179,0,3,CB,205,0,BC,0,1,15,0,1000,0,INTERNET,19.43516814,other,1,1,0,0
0,0.2,0.474446777,-1,74,30,0.028634294,2.478052131,AA,1204,5545.381185,4324.06549,6330.81261,23,17,CF,80,1,BD,1,0,1,0,200,0,INTERNET,4.331420903,linux,0,1,0,0
0,0.4,0.173080365,-1,76,20,0.020492536,22.86642556,AD,1138,3371.575337,7405.512512,6434.326818,2,10,CA,29,0,BE,0,1,1,0,200,0,INTERNET,11.7544352,other,0,1,0,0
0,0.1,0.115238871,-1,34,50,0.009573376,22.04087892,AA,1605,5466.561528,3602.37665,6716.631813,455,12,CA,66,0,BC,0,1,30,0,200,0,INTERNET,10.53270571,linux,1,1,0,0
0,0.1,0.752531578,11,4,50,0.00021321,-0.799401434,AD,3051,8769.863566,5333.322958,6749.016721,732,15,CA,96,1,BC,0,0,1,0,200,0,INTERNET,3.961033491,other,1,1,0,0
0,0.9,0.675637318,-1,49,40,0.013676796,50.15538641,AA,1063,3165.862515,6031.131652,5092.297975,11,7,CA,111,1,BB,0,1,1,1,1500,0,INTERNET,1.056160951,linux,0,1,0,0
0,0.8,0.094160429,46,0,30,0.012022365,-1.467577918,AB,2364,7974.806024,5993.617186,6274.494352,26,10,CB,72,0,BC,0,1,6,0,200,0,INTERNET,5.278750948,other,0,1,0,0
0,0.5,0.329782326,51,37,30,0.006507657,-1.2759158,AD,1887,11255.74397,3561.096537,5990.659947,4,17,CB,107,0,BC,1,1,20,0,200,0,INTERNET,7.996469724,other,1,1,0,0
0,0.5,0.065796182,11,10,20,0.037591383,-1.12500539,AB,1404,8315.573392,4628.6367,5956.111988,14,13,CA,79,1,BC,0,1,1,0,200,0,INTERNET,14.62114401,windows,1,1,0,0
0,0.8,0.845556913,-1,130,60,0.017820805,-1.329462861,AB,5721,7653.077603,7745.992023,6030.825426,29,2,CC,158,1,BB,1,1,28,1,200,1,INTERNET,4.133345802,windows,0,1,0,0
0,0.1,0.220617659,-1,163,30,0.009475177,25.81502916,AA,4245,4870.673254,7697.201994,6388.612365,1339,13,CB,169,0,BD,1,1,1,0,1500,1,INTERNET,3.345649461,other,1,1,0,0
0,0.7,0.491981897,-1,69,40,0.021428653,-1.58028047,AB,1190,2726.007819,3604.622097,6260.834649,12,3,CF,137,0,BB,1,1,25,0,200,0,INTERNET,7.375883548,other,1,1,0,0
0,0.4,0.028329759,9,11,20,0.007742616,-0.742660721,AB,3372,10200.6941,6837.469064,6908.75771,17,10,CA,59,1,BC,0,1,1,0,200,0,INTERNET,15.07818981,linux,1,1,0,0
0,0.7,0.064573645,-1,7,40,0.011958369,-0.935338495,AB,909,6030.172536,5455.386321,6400.697944,631,11,CA,138,1,BB,1,1,20,0,200,0,INTERNET,1.357963611,linux,1,1,0,0
0,0.6,0.292205691,55,175,20,0.027056801,-1.263557836,AD,5386,13615.62423,5554.895388,6023.172164,6,5,CA,144,0,BE,1,1,31,0,200,0,INTERNET,5.055774118,other,1,1,0,0
0,0.1,0.202573632,8,2,20,0.001721539,-1.279135339,AB,856,10350.50638,3889.258513,6322.777531,18,18,CA,59,1,BC,1,1,27,0,200,0,INTERNET,23.80745955,linux,1,1,0,0
0,0.1,0.393151149,-1,34,30,0.018417863,-1.11115317,AB,798,7379.760544,6042.444738,4799.618225,10,20,CF,80,0,BC,0,1,5,0,200,0,INTERNET,1.838784728,other,1,1,0,0
0,0.2,0.579559771,30,2,20,0.009592311,-1.028271958,AB,4091,6616.455278,6233.794805,6666.397828,4,16,CA,49,1,BC,0,1,31,0,200,0,INTERNET,3.90229186,linux,1,1,0,0
0,0.9,0.546274299,-1,162,40,0.036166532,108.1407783,AA,1774,13001.89785,7708.024867,6689.178433,2,3,CA,187,0,BA,0,1,1,1,1500,0,INTERNET,1.410748485,other,1,1,0,0
0,0.2,0.487189287,-1,47,40,0.003678819,-1.445509072,AB,4760,11808.11542,6550.441604,6619.617193,1,4,CD,20,1,BB,1,1,30,0,200,0,INTERNET,4.527259512,linux,1,1,0,0
0,0.6,0.727100361,10,6,20,0.00045599,-0.629822574,AD,2358,3226.304184,7177.58716,5867.5858,641,17,CA,250,0,BC,0,1,2,1,1500,0,INTERNET,4.628933539,other,0,1,0,0
0,0.9,0.400200611,-1,63,30,0.043711106,-1.374507829,AD,4096,7340.910867,7728.072804,6370.153229,139,17,CB,35,1,BE,1,1,20,0,200,0,INTERNET,3.16851246,linux,0,1,0,0
0,0.9,0.037304931,-1,26,40,0.032090543,-1.395922929,AB,4192,8806.41142,5744.638366,6685.105966,2,7,CB,202,1,BC,0,1,1,0,1500,0,INTERNET,5.661446566,macintosh,0,1,0,0
0,0.6,0.732026855,-1,35,80,0.02325747,-1.251173112,AB,5099,7982.798156,7783.009855,5950.06194,585,6,CC,78,1,BB,1,1,1,0,200,0,INTERNET,3.639493184,linux,0,1,0,0
0,0.1,0.082291769,36,25,30,1.136969684,-1.710652004,AB,1440,7852.065137,5652.922601,5862.496556,10,15,CB,-44,1,BC,0,1,28,0,200,0,INTERNET,2.035913086,windows,1,1,0,0
0,0.6,0.261843021,-1,33,40,0.002825211,18.0480408,AA,5136,7834.053116,6837.632117,6277.593206,30,9,CA,75,0,BC,0,1,28,0,200,0,INTERNET,13.07663839,linux,1,1,0,0
0,0.1,0.800321162,-1,66,30,0.031199644,48.28506669,AA,5808,11985.34025,6776.106387,6459.909944,14,4,CB,16,1,BE,1,1,25,1,200,0,INTERNET,8.190729728,linux,1,1,0,0
0,0.9,0.186587289,-1,53,30,0.021266134,49.55140143,AA,1200,6902.473387,5104.860851,6327.138364,3,17,CA,102,1,BC,0,1,1,0,200,0,INTERNET,4.377836291,other,1,1,0,0
0,0.9,0.669767168,-1,362,60,0.034383661,-0.925145568,AB,604,9065.622247,5463.512681,6031.187138,7,1,CC,189,1,BB,1,1,1,0,1500,0,INTERNET,12.94304658,windows,0,1,0,0
0,0.6,0.101843784,-1,90,40,0.022486367,-1.591217803,AB,1036,3190.098097,6446.701518,6410.149349,48,10,CB,66,1,BC,0,1,28,0,200,0,INTERNET,5.587671822,linux,0,1,0,0
0,0.8,0.098280709,29,5,20,0.000340692,-0.950079333,AB,2210,7793.630875,6258.65085,6436.969643,4,22,CA,127,1,BC,0,1,6,0,500,0,INTERNET,11.98238721,linux,1,1,0,0
0,0.1,0.223544746,46,35,30,0.026460865,-1.506027169,AB,4866,3226.726399,5408.423833,6270.08155,12,17,CA,200,1,BC,0,1,1,0,500,0,INTERNET,14.47444684,other,1,1,0,0
0,0.7,0.245816019,-1,38,40,0.019951702,-1.205833196,AD,3750,5405.002236,5670.812486,6754.259547,14,14,CB,125,1,BB,0,1,30,0,200,0,INTERNET,2.838183131,other,1,1,0,0
0,0.4,0.165832466,-1,52,40,6.919313143,41.45285615,AA,800,10045.2672,5963.815059,6754.685969,22,7,CA,72,0,BC,0,1,1,0,200,0,INTERNET,15.82485954,other,0,1,0,0
